revenue,vote_average,genre
23578,0,Documentary
8342132,6.5,Mystery
142400065,5.9,Action
12482775,6,Comedy
152925093,6.3,Horror
11837022,7,Drama
11875866,5.5,Action
674918,6.9,Drama
8720000,5,Action
96889998,6.6,Drama
314432665,5.6,Animation
2945242,6,Comedy
17709155,7.2,Romance
46442528,6.3,Drama
50817508,5.9,Comedy
94000000,6.3,Drama
57479076,6.1,Drama
121147947,7.8,Drama
27762648,6.1,Horror
895921036,7.5,Adventure
186438883,7.3,Drama
31670620,6.7,Drama
64321501,6.1,Family
6856989,5.2,Drama
72028752,5.7,Comedy
739690,6,Documentary
85306374,7.2,Drama
3357075,6.9,Thriller
748806957,6.7,Adventure
550000000,6.6,Adventure
162242962,7.3,Drama
62153,9,Documentary
163169,4.1,Action
17297244,6.2,Action
84967,6.5,Comedy
12036149,7,Adventure
130358911,7,Drama
38058335,6.1,Comedy
13350369,6.9,Drama
88933562,5.3,Comedy
129181830,5.8,Comedy
202026112,5.9,Comedy
40442437,5.6,Comedy
37691644,6.2,Comedy
18564702,6.5,Comedy
30536013,6.4,Drama
23803308,7.4,Drama
9584131,6.5,Action
2405420,3.6,Action
80578934,5.7,Horror
6538177,6.6,Comedy
28000000,6.4,Drama
42647449,7.2,Drama
38399961,6.4,Adventure
51053787,6,Animation
111340801,6.4,Fantasy
3752325,7.3,Drama
358574,5.3,Adventure
1117920,6.9,Comedy
10422387,6.7,Drama
10496317,5.8,Action
17496992,6,Drama
138259062,5.4,Comedy
122489822,6.4,Fantasy
117719158,5.8,Horror
11400000,6.2,Comedy
11718595,6.5,Comedy
2455831,7,Drama
5450815,4.9,Fantasy
69834815,6.1,Adventure
82800000,5.6,Thriller
66966987,5.4,Horror
206871,5.1,Fantasy
14655628,5.2,Drama
113783,6.7,Comedy
120455994,6.7,Adventure
48548426,3.6,Comedy
9500000,7,Action
57231524,6,Drama
31070211,4.8,Science Fiction
38159905,5.8,Comedy
29907685,5,Horror
65664721,6.2,Action
128406887,5.5,Comedy
6700000,6.5,Action
660940780,6.5,Animation
132511035,7.7,Action
33889159,6.4,Comedy
24793509,7.1,Comedy
2636637,6.5,Drama
184376254,7.3,Crime
9879971,6.9,Crime
23006849,5.8,Fantasy
2260622,4.8,Comedy
1615018,6.6,Crime
69623713,6.1,Horror
61112916,4.5,Comedy
2438031,3.8,Comedy
70000000,7.9,Drama
3910019,6.4,Drama
34742066,6.6,Music
56308881,7.4,Drama
85582407,7.3,Comedy
18948425,6.7,Drama
27105095,5.3,Horror
38629478,4.6,Crime
3919254,6.8,Drama
302179,7.3,Documentary
21170563,6,Drama
1831348,6.7,Action
13368437,5.1,Comedy
2077763,7,Drama
5507396,7,Romance
178262620,5.3,Comedy
7022209,6.8,Drama
30857,7.4,Comedy
3261638,5.3,Animation
15500000,5.5,Action
77920346,5.8,Action
37384046,5.1,Family
97607453,6.3,Horror
253527,5.6,Drama
7314027,4.9,Comedy
2227000,6.1,Drama
8895428,6.3,Comedy
27165581,6.8,Action
397850012,6.5,Adventure
87528173,5.6,Comedy
76286096,6.9,Drama
852872,6,Drama
343397247,6.3,Comedy
181674817,5.5,Adventure
767820459,6.5,Thriller
459359555,6.3,Adventure
204999686,5.6,Romance
95687,7,Drama
461983149,6.6,Animation
634074,6.4,Drama
4386236,5.9,Drama
12762,5.7,Comedy
1410778,6.6,Comedy
119188334,5.3,Drama
80197993,5.6,Comedy
114830111,6.5,Romance
237681299,6,Comedy
326551094,7,Comedy
1065659812,7,Adventure
130431368,5.4,Comedy
26888376,6.9,Comedy
42285169,5.3,Drama
60896147,4.8,Fantasy
60474340,6.5,Drama
1678874,7.2,Documentary
46243000,6.7,Documentary
6971266,7.3,Drama
158468292,6.1,Action
141702264,5.1,Animation
21353303,6.6,Action
391081192,5.4,Adventure
694438,5.7,History
100523181,7.5,Comedy
4491986,3.6,Crime
135330182,6.9,Drama
54000000,5.4,Horror
741766,7.8,War
101595121,5.3,Comedy
140175006,6.3,Animation
62022014,5.1,Action
31584901,6.4,Comedy
162966177,6.2,Comedy
574480841,6.4,Action
162945894,5.9,Drama
53653224,7.1,Comedy
9132000,5.8,Drama
163794509,5.7,Action
307077295,7.7,Drama
41009669,5.9,Comedy
55181129,5.5,Fantasy
1720953,6.8,Comedy
42931041,6.6,Action
5446000,5.9,Adventure
10289,6.1,Drama
72779000,5.3,Animation
114194847,6.7,Music
12506188,4.9,Family
12671300,6.5,Action
4911725,6.5,Drama
566611,6.3,Fantasy
1606624,7.1,Fantasy
11449638,4.8,Comedy
38505009,6.2,Comedy
86915017,7.1,Fantasy
123384128,6.8,Drama
19179969,5.8,Comedy
13022756,5.1,Comedy
57806952,6.7,Drama
38755073,4,Mystery
7000000,4.2,Action
381420,6.1,Drama
5839164,5.2,Action
22889018,7.1,Drama
16803753,6.1,Drama
37597471,5.2,Action
622806,6.3,Drama
495303,6.3,Adventure
15304890,6.8,Drama
9524340,6.8,Comedy
7096000,6.3,Action
49111202,5.7,Drama
16627188,5.9,Action
41480851,6.6,Action
793604,6.9,Drama
6000000,5.5,Comedy
120175290,7.3,Action
17800000,6.3,Action
72778712,6.4,Action
9450897,5.7,Drama
973525,6.2,Drama
203781,6.8,History
261572744,6.5,Comedy
83258226,7.6,Fantasy
55011732,6.8,Action
197309027,6.1,Adventure
17807569,5.6,Comedy
289847354,7.9,Drama
38368909,5.4,Comedy
23937870,5.1,Adventure
6754898,5.8,Drama
39143839,5.3,Horror
41237648,5.8,Comedy
22165608,5,Action
1151330,6.4,Drama
13391174,6.1,Drama
658573,6.1,Action
14821658,6.9,Romance
201275,7.5,Crime
10178331,6.6,Drama
48027970,7.4,Drama
5179037,6.3,Romance
69959751,7.4,Drama
109676311,8,Drama
65900249,6.7,War
21000000,6.1,Drama
24000000,6.8,Drama
516139,6.8,Crime
767311,6.9,Action
163876815,6.1,Horror
4291965,6.4,Action
167000,5.7,Documentary
2736000,6.8,Action
64459316,6,Adventure
132180323,7.1,Crime
84500122,5,Comedy
42064105,6.5,Comedy
11992014,5.1,Drama
5542025,5.9,Comedy
19791,6.6,Documentary
599045960,7.3,Adventure
384335608,5.9,Animation
4630045,5.5,Comedy
180557550,6.6,Action
47231070,5.1,Comedy
580527,6.6,Comedy
194168700,6.7,Comedy
1381665,7.3,Romance
5967038,6.3,Crime
13405595,6.5,Comedy
6086508,5.1,Comedy
170877916,7.4,Drama
144000000,5.8,Comedy
249288105,4.9,Fantasy
155721132,6.5,Drama
2281089,5.8,Drama
745327,5.2,Comedy
43545364,6.7,Drama
59908565,6.3,Drama
154937680,6.6,Drama
41170784,7.6,Crime
849055,7.1,Horror
13401952,6.6,Comedy
49469904,6.9,Drama
480314,5,Adventure
5914908,5.9,War
68673228,7.2,Action
21510851,4.8,Horror
38085778,4.6,Animation
10337477,4.7,Action
75511123,6.1,Drama
35078241,6.3,Drama
107944236,6,Adventure
10597734,4.7,Adventure
15309302,6.6,Crime
25399945,5.6,Action
14742,7.1,Romance
137587063,7,Adventure
362222,6.5,Drama
7778177,6.1,Comedy
238073,6.9,Documentary
22179430,6.6,Comedy
16158487,5.8,Comedy
57103895,6.4,Action
86865564,3.2,Action
1109660,5.6,Mystery
69485490,5.8,Comedy
82169884,6,Crime
95673607,5,Comedy
163000,7.5,Action
623722818,7.5,Animation
4857367,6.7,Drama
11130889,6.2,Adventure
7385434,6.3,Comedy
3000000,4.8,Comedy
22963701,6.7,Drama
3338228,6.4,Crime
3833507,6.8,Comedy
228738393,5.2,Thriller
33231264,6.5,Drama
31609243,6.6,Comedy
145896422,6.2,Comedy
77566815,6.3,Thriller
20342161,5.6,Action
10903846,6.6,Drama
165000,6.2,Drama
80573774,7.4,Crime
76066841,5.9,Action
8974829,6.3,Drama
202000,6.8,Documentary
4851244,7.3,Drama
8475466,6.1,Comedy
84785914,7.3,Crime
253625427,5.7,Action
422610419,7,Action
27297451,5.9,Adventure
2036198,6.4,Drama
88489643,6.7,Horror
31815,3.5,Thriller
37311672,6.9,Drama
2043704,5.8,Drama
20138836,6.8,Drama
13196245,5,Comedy
84146832,5.8,Thriller
22217407,6.2,Horror
22222308,7.1,Drama
95696996,6.9,Action
95608995,6,Adventure
26193068,7.2,Drama
37598,8,Comedy
5367030,6.6,Crime
62771059,5.4,Thriller
169332978,6.7,Animation
1196307,6.4,Western
32017803,7,Science Fiction
11772461,6.4,Comedy
9448082,6.6,Drama
73090611,5.4,Crime
117760134,6.6,Thriller
30822861,5.4,Adventure
89417,6.1,Comedy
1237615,5.5,Mystery
5549200,5.5,Drama
91354215,7.1,Thriller
35300645,6,Horror
17500000,5.8,Romance
229736344,6.1,Family
26810113,6,Crime
8642858,5.8,Action
890871626,5.9,Fantasy
5761917,5.4,Drama
68000000,6.5,Adventure
2019009,6.1,Drama
3091922,5,Comedy
944915,7.7,Animation
1128345,6.3,Drama
849915,7,Animation
38862717,6.2,Fantasy
8176544,7.4,Drama
219076518,6.2,Comedy
90450008,6.5,Family
64238440,6.5,Horror
798958165,6,Fantasy
20710513,7.4,Drama
961000000,6.9,Adventure
8059140,6,Horror
41637263,6.8,Drama
2955039,6,Drama
4354510,7.1,Drama
8685526,6.7,Action
16930884,5.7,Crime
1675484,5,Thriller
2294291,6.8,Drama
311312624,6.5,Crime
300000,6.7,Adventure
10018,6.2,Crime
35619521,5.6,Horror
486021,6.3,Mystery
149044513,5.9,Animation
289047763,5.4,Adventure
426224,6.6,Romance
25037897,6.7,Action
1000000,3.5,Science Fiction
7177143,6.9,Adventure
265198,6,Comedy
29326868,6,Comedy
340147,5.9,Drama
15543000,5.4,Comedy
24538513,7.3,Documentary
28000000,6,Comedy
18928871,6.7,Drama
94679598,6.5,Horror
28400000,5.7,Adventure
383531464,6.4,Action
69307224,5.3,Comedy
173000000,5.3,Fantasy
709709780,6.6,Adventure
2626800,4.4,Crime
938212738,7.4,Adventure
186072214,5.8,Comedy
4300000,5.8,Mystery
382267,6.3,Drama
240239,7.3,Documentary
27953,6.1,Romance
14334401,6.3,Action
135560026,7.2,Adventure
527068851,6.9,Animation
9620399,4,Crime
92601050,6.1,Comedy
442824138,7.3,Action
2426851,6.2,Comedy
17393,6.8,Crime
121463226,7,Comedy
719968,5.9,Drama
4778376,7.1,Drama
254190,7.3,Documentary
258022233,6.1,Action
25303038,5,Action
41098065,5,Comedy
13620075,6,Comedy
86658558,6.5,Thriller
18197398,4.4,Comedy
15071514,5.7,Science Fiction
40452643,6,Action
3106835,7.6,Drama
47738099,6.1,Comedy
80253908,5.9,Horror
16974459,6.4,Action
19776159,6.3,Comedy
69136,6.6,Comedy
20380,5.7,Comedy
36782781,7.3,Action
70016220,6.9,Western
26820641,6.3,Action
129266061,7.4,Drama
1185783,7.4,Drama
1431623,7.3,Documentary
69766619,6.4,Crime
29541790,6.6,History
11502151,7.2,Drama
9576495,5.7,Comedy
46474,6.2,Drama
55112356,7.2,Thriller
458232,5.8,Drama
413454,5.8,Drama
148412065,6.1,Horror
59192128,5.6,Comedy
56255142,7.8,Adventure
147880543,6,Comedy
5741608,5.9,Comedy
127766650,5.7,Comedy
68377859,6.5,Comedy
24377151,7.1,Adventure
54926886,6.5,Drama
74237563,6.6,Drama
92991835,6.6,Drama
342835,6.4,Drama
11293663,7.1,Comedy
75505973,6.2,Horror
24748670,6.2,Drama
2849142,6.7,Drama
34619699,7.2,Crime
14711793,7,Action
143451,6.3,Action
8159508,7.5,Drama
4947717,5.7,Horror
17804565,6.6,Drama
55184721,6.1,Comedy
139352633,5.9,Horror
312751,6.9,Documentary
1027699,6.5,Comedy
266465037,7.4,Drama
287594577,5.7,Family
25005257,6.9,Crime
19777647,7.5,Drama
171600000,7.7,Crime
18479,6,Comedy
66122026,7.2,Family
63215872,6,Action
97838349,5.5,Action
195735876,5.5,Adventure
69474661,6,Comedy
4607608,6.5,Drama
374743,5.2,Comedy
22136,5.5,Drama
7537453,6.6,Crime
57096190,6.7,Science Fiction
340487652,6.6,Comedy
99965753,5.9,Action
7766240,5.7,Horror
37707444,7.2,Comedy
14373825,6.3,Thriller
372234864,5.8,Adventure
585349010,6.9,Drama
361366633,5.5,Comedy
4001121,6.6,Drama
44000000,7.1,Horror
231411584,7,Comedy
21786738,6.1,Drama
782102,6.2,Drama
82701,6,Comedy
639000,5,Drama
175372502,7,Drama
73276047,7.3,Drama
135893,6.3,Drama
152000000,7,Drama
457363168,6.1,Action
77208711,7.9,Drama
119000410,6.5,Comedy
41797066,4.9,Fantasy
18317151,6.6,Comedy
81303447,6.2,Drama
30226144,6.9,Drama
103071443,6.3,Fantasy
156835339,7,Drama
5800000,5.7,Comedy
160259319,6.1,Comedy
152810,5.3,Comedy
28430000,7.7,Drama
53587404,4,Fantasy
30448000,7.1,Horror
6819587,6.6,Crime
170764026,6.4,Action
3800000,7.8,Fantasy
38804615,5.3,Action
32483410,5.9,Drama
113244290,6.4,Action
84646831,3.8,Comedy
56309766,5.5,Drama
6575282,4.7,Comedy
249905,5.9,Action
160388063,6.5,Adventure
34533783,7.4,Comedy
111000,6.4,Drama
9229401,5.5,Action
43650785,5.7,Comedy
111231041,5.4,Romance
22730842,6.7,Music
222231186,5.9,Adventure
55447968,6.7,Comedy
151161491,6.3,Drama
162839667,6.3,Adventure
150816700,6.5,Music
13000000,7.6,Action
33472850,5.4,Comedy
33000000,6.2,Comedy
274661,6.6,Documentary
68397662,5,Comedy
266000000,5.1,Adventure
64822796,6.6,Thriller
22211426,5.8,Action
297138014,6.3,Animation
7938872,6.3,Horror
26527510,6.5,History
41819064,4.3,Comedy
5364858,5.4,Horror
60641,6.8,Drama
307076,6.6,Drama
5231128,6.6,Action
6673422,5.2,Comedy
54207,5.9,Comedy
16051363,6.8,Drama
414404,6.3,Drama
1004558444,8.3,Drama
15425,6.6,Drama
41627431,6.5,Drama
47301471,6.1,Comedy
23311391,7,Drama
27769,5.5,Fantasy
23321954,5.6,Action
3952448,5.2,Comedy
69823199,6.5,Drama
10569964,5.8,Comedy
41299492,5.7,Comedy
34786960,7.1,Action
1641825,6.2,Adventure
11207130,6.1,Drama
1300000,7.2,Drama
100076342,5.6,Adventure
105173115,6.4,Comedy
25871834,4.9,Action
65569869,6.3,Action
9234510,6.9,Crime
43493123,6.2,Comedy
93945766,5.7,Action
127906624,6.3,Action
5410749,4.3,Adventure
18130888,6.4,Drama
6870249,6.7,Comedy
17741298,5.7,Thriller
63833449,5.8,Comedy
7700000,4.1,Documentary
14796236,4.8,Crime
585174222,7.4,Action
84601681,6,Comedy
1023156,5,Drama
226830568,7.2,Action
3669465,7.7,Adventure
8900000,6.9,Adventure
834457,6,Comedy
346592,5.9,Comedy
170000000,5.8,Comedy
419651413,6.3,Adventure
1296184,5.6,Action
81368,6.8,Documentary
786636033,5.7,Adventure
415252786,6,Comedy
82391145,6,Thriller
307811,7,Documentary
631744560,6.9,Adventure
201596308,5.5,Comedy
6463286,6.7,Comedy
240476,6.2,Comedy
1200398,7.1,Crime
163403799,4.9,Thriller
163712074,6.1,Science Fiction
7400000,6.5,Drama
521311860,7.8,Animation
258270008,6.4,Action
624029371,6.2,Fantasy
220151,6,Drama
230685453,6,Action
921000,6.2,Drama
704000,5.8,Crime
2899975,6.2,Drama
783000,6.4,Documentary
204660,6.4,Drama
609841637,6.4,Comedy
53191886,6.7,Comedy
83398,6.2,Comedy
473993,5.6,Drama
367638,6.5,Drama
14723313,6.7,Drama
101702060,5.8,Action
50650079,5.1,Comedy
8380329,5.5,Drama
4910682,4.8,Horror
27793200,6.8,Fantasy
153205,6.7,Comedy
5926410,6.5,Thriller
63800345,5.1,Animation
108282,7.3,Documentary
185258983,7,Action
128107642,6.5,Comedy
13204291,6.2,Drama
68369434,5.5,Drama
2957978,7.5,Thriller
31576,5.9,Drama
401128639,5.2,Adventure
17600000,5.8,Drama
3533227,6,Mystery
4040588,6.6,Comedy
96408652,6.7,Drama
18000000,7,Action
101624843,6.6,Action
127814609,7.1,Adventure
44352417,6.1,Adventure
194287,5.5,Action
14894347,6.4,Drama
7000000,6.1,Comedy
188072649,6.5,Action
68282844,5.8,Thriller
1829917,5.8,Comedy
2033165,5.1,Action
11125849,7.8,Drama
10785801,7.5,Horror
73762516,6,Action
70442940,5.6,Romance
8762890,5.6,Comedy
72436439,6,Horror
2725258,6.3,Adventure
163720069,6.5,Comedy
14109284,3.1,Action
72108608,5.4,Action
23530831,6.6,Drama
6230276,4.8,Comedy
50007546,4.6,Comedy
54947,4.1,Horror
39031337,4.7,Action
42487390,5,Action
245000,6,Comedy
73174566,5.9,Action
27640028,5.9,Drama
20211394,6.3,Drama
9323833,6.3,Drama
178066569,6.3,Mystery
17286299,6.2,Comedy
84375061,5.9,Drama
32973937,6.4,Comedy
22707064,5.2,Comedy
25800,7.8,War
113280098,6.5,Action
17869048,6.2,Adventure
1752038,6.2,Comedy
8000000,6,Adventure
85416905,5.2,Action
42105111,6.1,Comedy
29506464,6,Drama
36620508,5.4,Romance
38105395,7.4,Adventure
7000000,4.1,Comedy
19000000,7.5,Drama
40855419,5.6,Horror
31148328,6.3,Thriller
9793496,7.1,Drama
25739015,6.9,Action
603900354,6.2,Family
38135878,6.8,Drama
19844979,6.4,Drama
113020255,7.3,Crime
27635305,6.8,Adventure
377910544,7.6,Drama
586090727,6.1,Adventure
92380927,6.4,Comedy
276891,6.6,Drama
113857533,6,Horror
7356393,6.7,Drama
18755936,6,Comedy
391410,4.8,Action
149281606,4.9,Adventure
87600000,5.4,Documentary
28814580,6.9,Drama
124191,6,Horror
49554002,6.3,Drama
309979994,6.3,Animation
54586584,7.1,History
392616625,5.8,Adventure
108979549,5.9,Action
163733697,5.3,Comedy
20416563,7.7,War
1115493,6,Horror
33456317,7,Drama
30000000,5.6,Animation
2724474,7.2,Drama
10089373,5.6,Action
1107542,7.1,Drama
233093859,5.2,Drama
50907234,7,Drama
269958228,7.8,Drama
113019290,7.2,Drama
2400000,6.5,Action
168167691,7.5,Drama
44703995,7.3,Drama
333932083,7.3,Fantasy
225990978,6.4,Comedy
200276000,6.7,Drama
212874442,5.9,Fantasy
3830137,6,Comedy
75225693,6.8,Drama
69497,4.7,Comedy
333912,6.4,Comedy
21972336,6.4,Comedy
51155219,6.7,Action
244082376,6.9,Comedy
187479518,7.5,Animation
14879423,6.1,Drama
21888598,7.5,Drama
2000000,5.7,Drama
50877145,5.8,Adventure
114663461,5.9,Comedy
31055440,7.3,Drama
100734718,5.3,Mystery
908847,6.3,Action
553198,7,Science Fiction
91353501,6.2,Fantasy
57490374,6,Adventure
558000,6,Drama
183293131,5.2,Action
43051547,6.6,Drama
76514050,4.8,Horror
188126,6.7,Horror
41624046,6.3,Drama
7033683,6.1,Fantasy
907456,5.4,Comedy
38610009,5.3,Mystery
3983997,6.7,Horror
124596398,7.3,Animation
45465299,5.9,Action
60161391,6,Drama
3148182,6.6,Drama
177259441,6.2,Comedy
73034460,5.7,Comedy
69932387,7.7,Drama
173066,5.9,Comedy
61458982,5.6,Comedy
12764201,3.9,Action
90508336,6.4,Comedy
14899417,6.7,Drama
11260366,7.5,Drama
23550000,6.5,Drama
91379051,5.7,Horror
75871032,5.4,Comedy
11657385,5.3,Comedy
91636986,6.5,Comedy
77527732,6,Thriller
60000000,5.7,Romance
155446362,5.9,Action
8936663,5.9,Adventure
104345682,7.4,Drama
16174377,6.5,Comedy
500154,5.4,Action
381509870,6,Animation
186702,6.9,Drama
24007324,5.6,Comedy
17164377,6.4,Comedy
108332743,6.1,Comedy
363164265,6.5,Action
20200000,3.6,Action
6149791,7,Comedy
44872,6.4,Action
36348784,7.2,Drama
136267476,6.1,Comedy
319131050,7.9,Drama
87784194,6.7,Action
34560577,5.9,Action
9760104,7.6,Science Fiction
27409889,7.1,Drama
382174,4.4,Drama
373062864,6.2,Adventure
1007962,5.2,Comedy
5101756,7.3,Drama
385680446,7.4,Science Fiction
900689,6,Comedy
2209023,6,Drama
121059225,7.1,War
4100000,3.6,Thriller
109000000,7.5,Documentary
1037335,6.2,Crime
356613439,6.5,Thriller
948753,6.1,Adventure
6132924,6.1,Comedy
2434658,5.5,Comedy
371353001,5.9,Action
413106170,5.9,Adventure
119563,6.1,Music
5530764,6.8,Adventure
31720158,6.6,Drama
32721635,6.2,Crime
90810892,6.2,Horror
735099082,7.8,Animation
18599102,6,Comedy
459270619,7.2,Comedy
2960993,5.9,Crime
791867,6.4,Drama
10000000,6.5,Comedy
29010817,5.2,Comedy
1984662,6.1,Horror
68688831,5.4,Adventure
150166126,6.2,Thriller
278720,5.7,Drama
4654288,5.3,Action
317375031,6.7,Comedy
2000000,6.7,Action
62357900,4.6,Comedy
42000000,7.2,Drama
836297228,6,Science Fiction
3106559,5.7,Thriller
35097815,6.8,Comedy
102223269,5.6,Fantasy
214104620,6.5,History
886686817,6.5,Animation
1449945,4,Horror
95714875,7.1,Drama
25900,4.2,Action
500000,6.4,Drama
60722734,7.2,Comedy
21834845,5.4,Action
933959197,7.4,Adventure
250000,3.8,Action
64352607,6.3,Adventure
9366227,5.9,Drama
41596251,6.7,Horror
205298907,6.4,Comedy
1192322,7.5,Comedy
114000000,6.3,Horror
22852638,6.2,Thriller
18928,5.5,Drama
57881056,5.3,Adventure
210819611,7.3,Science Fiction
129540499,6.6,Romance
73830340,5.1,Drama
106303988,5.4,Adventure
2012927,5.2,Comedy
155545279,6,Comedy
302469017,5.6,Adventure
17280326,5.7,Action
154323,4.7,Comedy
5405313,6.2,Comedy
223839,7.4,Animation
2277396,6.9,Drama
165888,5.8,Comedy
101229792,6.7,Drama
5210988,5.4,Comedy
268431,6.5,Documentary
41939392,6,Comedy
15345201,5.2,Comedy
1296971,5.7,Comedy
292817841,5.1,Fantasy
8251071,4.3,Action
32474120,5.5,Action
113221,6.7,Drama
2260712,6.9,Drama
7070330,6.2,Adventure
1896244,7.4,Documentary
17883410,5.2,Comedy
6405245,5,Comedy
20455276,5.6,Comedy
850575,6.2,Drama
121129,7.1,Thriller
39421467,5.1,Horror
1200000,6.9,Thriller
1179676,6.4,Documentary
33965843,7.8,Crime
48428063,6.6,Action
20645327,6.5,Action
68729358,5.9,Comedy
31556061,5.3,Comedy
35424826,6,Drama
10848783,5.7,Comedy
186167139,5.4,Horror
40828540,5.6,Action
242988466,6.5,Animation
480000,4.8,Horror
6101046,6,Action
36133014,5.6,Drama
4440055,6.8,Drama
193355800,5.9,Horror
295750,6.5,Comedy
17436509,7,Documentary
1162422,7.9,Documentary
31430334,6.6,Comedy
6670712,6.9,Drama
16633035,6.7,Drama
31912793,6,Comedy
302000,4.7,Documentary
122444772,5.9,Action
102391382,7.2,Comedy
69564,6.1,Comedy
27206120,5.3,Horror
12206028,5.3,Action
26096852,6.9,Drama
2000000,6,Crime
171844840,5.3,Comedy
40105542,4.7,Comedy
4600000,7.2,Drama
138000,6.6,Drama
100086793,6.4,Family
1247946,6.5,Drama
28972508,5.1,Comedy
8049666,5.7,Comedy
126690726,7.2,Drama
19258519,5.4,Adventure
1725381,7.8,Animation
12032983,5.2,Comedy
163670000,6.7,Drama
68233629,6,Horror
28169671,5.5,Adventure
10629321,5.8,Action
296557,7.3,Action
232732,6.1,Comedy
33579813,7.7,War
44091067,6.1,Animation
46471023,7.5,Adventure
5753490,6.1,Drama
5093707,4.3,Action
3983912,5.2,Animation
325233863,6.6,Animation
16000000,6.8,Action
769653595,5.6,Action
33333531,5.4,Thriller
42333295,5.8,Mystery
47536959,6.9,Drama
10589102,6,Drama
709827462,5.6,Adventure
1521261,7,Drama
60462347,6.2,Action
48298,6.1,Drama
19300483,7.3,Action
43318349,6.8,Drama
107559,6,Drama
309208309,7.2,Drama
92219310,5.2,Comedy
104945765,5.6,Science Fiction
2336172,6.6,Comedy
766075,6.2,History
93525586,6.6,Fantasy
122233971,7,Drama
267045765,6.7,Romance
22942221,5.5,Action
263941,4.1,Horror
4884663,5.5,Mystery
85280250,5.1,Comedy
2787965087,7.2,Action
53825515,5.1,Drama
219103655,6.2,Comedy
524028679,7,Action
39462438,6.8,Drama
443140005,5.3,Comedy
31000000,6.7,Drama
4388563,5.5,Crime
14400000,6.4,Drama
5802422,5.8,Action
3800000,6,Drama
32000,6.6,Horror
435000,5.3,Comedy
51416464,6,Fantasy
47801389,7.7,Drama
29922472,6.5,Romance
157107755,6.6,Action
43498108,7,Action
2479538,6.2,Comedy
1017401,5.5,Crime
17872796,7,Drama
10604986,6,Horror
1143856,5.1,Drama
132900000,5,Fantasy
70000000,7.8,Drama
67918658,5.2,Horror
6029824,3.4,Comedy
56000,4.6,Drama
245000,6,Comedy
15134293,6,Drama
40239,6.4,Action
887029,7.2,Documentary
36699403,5.7,Fantasy
74901339,6.2,Crime
796368,6.5,Thriller
10652035,6.4,Comedy
1102469,5.7,Comedy
2357852,6.9,Drama
150000,7.2,War
216485654,5.7,Comedy
294804195,7.8,Drama
199436,4.5,Drama
1644755,6.5,Drama
66995253,6.9,Drama
226497209,6,Adventure
55583804,5.3,Action
60222298,6.7,Thriller
45236543,5.5,Action
1429299,5.7,Comedy
18088,5.6,Drama
39041505,6.9,Adventure
25000000,5.3,Action
8786375,6,Action
54956140,6.2,Mystery
114977104,6.6,Drama
112462508,5.2,Comedy
18469680,6.5,Thriller
42345360,7.7,Drama
1025491110,6.4,Family
94882889,6.4,War
4750000,6,War
52826594,6.2,Action
4706919,5.8,Fantasy
6153967,6,Comedy
29536299,6.2,Crime
49779728,5.9,Comedy
10329747,6.7,Thriller
56032889,6.9,Drama
3065860,5.9,Thriller
21409028,5.7,Comedy
136000000,5.6,Action
985117,5.9,Comedy
18097,5.2,Comedy
101543,6.6,Documentary
1479042,4.7,Horror
15000000,6,History
927704,7.4,Adventure
18409891,6.2,Action
29000000,6.1,Horror
8250000,5.6,Action
19406406,7.3,Documentary
64572262,5.9,Science Fiction
8459458,5.9,Drama
658000,7.9,Drama
17112713,7.6,Crime
494878759,7.5,Fantasy
875386,5.2,Adventure
14000000,6.8,Action
232713139,5.6,Adventure
44462,6.5,Drama
96188903,7.1,Action
152263880,5.9,Comedy
3606395,5.4,Drama
2995811,6.3,Drama
801000,5.6,Horror
49050886,5.5,Comedy
30638,5.9,Adventure
75700498,5.9,Comedy
110197,6.9,Drama
10652498,7.6,Drama
23580000,6.2,Action
4790751,7.6,Documentary
7810000,5.6,Adventure
623933331,6.6,Adventure
83761844,5,Family
6110000,5.1,Action
46488,6,Crime
2425000,5.9,Horror
2052466,6.4,Comedy
115664037,5.5,Horror
4270000,7.1,Comedy
39340177,4.6,Comedy
867714,6.4,Crime
310669540,6.2,Action
1000000,6.9,Action
16566240,6.9,Drama
98159963,5.7,Action
19152480,6.6,Drama
335154643,6.2,Adventure
288347692,5.5,Comedy
90029656,5.9,Comedy
77477008,5.7,Comedy
115605,6.9,Drama
706000,6.2,Comedy
10539000,4.5,Action
177238796,6.2,Thriller
1066969703,7.6,Animation
13831503,6.8,Drama
752600867,6,Comedy
10068,5.5,Documentary
698491347,5.9,Adventure
5024782,5.8,Comedy
754249,7.2,Fantasy
318502923,4.7,Action
126248813,6,Action
543513985,7.1,Animation
825532764,8.1,Action
271430189,6,Comedy
215283742,5.9,Fantasy
261930431,5.9,Action
357852395,6.2,Action
317000,6.4,Drama
34705850,6.5,Comedy
6629178,7.6,Action
293329073,6.2,Action
178174,6.5,Comedy
3547209,7.9,Science Fiction
3200000,4.1,Drama
86387857,5.5,Comedy
93246388,6,Comedy
36000000,7.2,Action
48190704,6.8,Drama
170432927,6.1,Action
1040000,5.7,Adventure
274470394,6,Thriller
47664559,7.2,Action
1000000,6.7,Drama
6814789,6,Adventure
744816,6.3,Comedy
27412220,6.5,Drama
83188165,5.3,Comedy
34100000,5.9,Fantasy
179943,6.3,Drama
7022728,6.1,Comedy
125400,3.5,Drama
